carat,cut_ord,color_ord,clarity_ord,depth,table,log_price,price
0.7,4,1,5,62.1,58.0,7.730174795246222,2276
0.4,3,4,3,61.6,58.0,6.7357800142423265,842
0.81,4,4,2,61.8,55.0,8.007700012884026,3004
0.71,2,1,3,61.4,56.0,7.704811922932594,2219
0.3,3,6,4,61.2,59.0,6.81783057145415,914
1.52,2,4,3,63.5,57.0,9.562193710635698,14217
1.23,4,6,2,60.9,54.0,8.788288460263619,6557
0.31,4,3,6,61.5,54.0,6.670766320845874,789
1.26,4,3,6,61.7,56.0,9.325274910068282,11218
0.7,1,5,2,65.0,57.0,7.61972421378267,2038
1.11,4,3,4,62.6,57.0,8.956479847999912,7758
0.25,4,5,3,62.1,57.0,6.282266746896006,535
0.31,4,4,7,61.0,56.0,6.81783057145415,914
1.22,4,3,3,61.4,56.0,9.013473543740192,8213
0.33,4,5,7,62.1,55.0,7.161622002939187,1289
1.24,0,2,1,65.0,54.0,8.557951183888406,5208
0.42,4,5,3,61.3,56.0,6.931471805599453,1024
0.51,4,5,3,62.0,56.0,7.412160334945205,1656
0.3,3,6,3,62.3,58.0,6.814542897259958,911
0.36,4,5,2,62.0,57.0,6.447305862541213,631
0.9,3,1,2,61.8,58.0,8.045908742270779,3121
0.3,4,2,3,60.9,58.0,6.19644412779452,491
0.91,3,6,2,62.8,57.0,8.349484346990128,4228
0.41,4,5,6,61.3,56.0,7.220373836723949,1367
1.5,2,2,1,61.3,59.0,8.958540111412168,7774
0.7,4,1,6,61.4,55.0,7.819636302367592,2489
1.3,3,3,3,60.9,60.0,9.11063052782717,9051
0.3,0,3,4,64.4,61.0,6.511745329644728,673
0.3,3,2,6,62.7,59.0,6.52795791762255,684
0.42,2,4,2,60.6,61.0,6.582025138892826,722
0.25,3,4,7,61.1,58.0,6.3561076606958915,576
0.5,3,3,4,60.7,60.0,7.392647520721623,1624
0.53,3,5,3,61.4,55.0,7.454141078146678,1727
0.23,2,4,3,61.6,59.0,5.996452088619021,402
1.01,0,3,0,64.5,56.0,7.734996194022781,2287
0.32,3,3,2,62.6,58.0,6.416732282512326,612
1.09,4,2,2,62.2,56.0,8.473032295630468,4784
0.9,2,4,2,63.3,55.0,8.421783006611578,4545
1.02,1,3,4,57.3,59.0,8.649273531773446,5706
2.11,3,5,1,62.4,61.0,9.800014144059851,18034
0.83,4,4,3,61.6,58.0,8.253488028345904,3841
0.31,2,2,2,62.4,60.0,6.100318952020064,446
0.4,4,5,5,62.1,56.0,7.05444965813294,1158
0.71,4,1,5,60.2,56.0,7.943427767876373,2817
1.32,3,4,2,59.7,60.0,8.946765374867635,7683
0.3,3,6,3,61.0,60.0,6.814542897259958,911
0.84,2,6,2,62.9,58.0,8.246958032568177,3816
1.01,3,2,2,61.8,59.0,8.510168576479273,4965
1.04,3,2,2,59.5,58.0,8.513185170018698,4980
0.3,2,3,4,62.8,57.0,6.405228458030842,605
0.34,3,4,3,61.2,59.0,6.779921907472252,880
0.43,2,4,3,61.0,57.0,6.807934943699926,905
0.54,3,6,2,60.4,60.0,7.487733761436444,1786
1.24,2,4,3,60.9,60.0,9.09459276343187,8907
0.34,1,2,4,63.1,57.0,6.39024066706535,596
0.41,4,3,1,61.5,55.0,6.473890696352274,648
0.3,1,1,4,63.3,59.0,6.159095388491933,473
0.51,4,3,5,61.6,56.0,7.536363938404511,1875
1.11,4,2,6,60.8,56.0,9.048762176320128,8508
0.83,4,5,2,61.5,55.0,8.300031711779575,4024
0.9,0,1,5,67.0,56.0,8.03073492409854,3074
0.43,3,4,2,61.3,60.0,6.674561391814426,792
2.02,3,4,1,61.7,58.0,9.815748638228122,18320
0.7,3,4,6,62.4,56.0,8.101677747454572,3300
2.02,2,1,2,60.4,58.0,9.761751162220882,17357
0.28,4,4,7,61.4,57.0,6.668228248417403,787
2.01,1,5,2,58.7,59.0,9.799625913002037,18027
0.38,4,3,6,61.9,56.0,6.900730664045173,993
0.4,2,6,4,63.2,60.0,6.870053411798126,963
0.35,4,2,7,61.7,56.0,6.825460036255307,921
1.54,4,4,2,61.9,56.0,9.40878131065002,12195
0.38,4,3,6,59.7,60.0,6.88653164253051,979
0.43,4,3,4,61.9,55.0,6.849066282633458,943
0.6,3,5,2,61.9,58.0,7.460490305825338,1738
1.08,0,2,5,55.9,63.0,8.550821372396221,5171
0.27,2,5,4,63.8,60.0,6.008813185442595,407
0.5,0,6,2,65.7,56.0,7.187657164114956,1323
0.47,4,0,2,61.9,55.0,6.606650186198215,740
1.5,1,5,2,61.3,65.0,9.293577970546238,10868
0.31,2,0,2,59.4,62.0,5.8664680569332965,353
1.46,3,6,1,62.0,55.0,9.069122370060645,8683
0.35,3,5,2,62.7,57.0,6.669498089857879,788
0.71,3,2,1,61.7,59.0,7.356918242356021,1567
0.55,4,0,2,61.0,56.0,7.00397413672268,1101
1.03,3,6,2,61.8,57.0,8.610865667278873,5491
0.33,4,3,4,61.5,56.0,6.54965074223381,699
0.42,4,2,4,61.2,57.0,6.954638864880987,1048
0.3,4,2,6,62.2,55.0,6.499787040655854,665
0.9,2,4,2,61.7,60.0,8.281470857895167,3950
1.25,4,1,4,61.4,58.0,8.859647499714997,7042
1.26,4,1,1,59.6,57.0,8.438149984075784,4620
2.07,4,0,1,62.5,56.0,9.455480221162288,12778
0.69,1,4,2,58.4,61.7,7.576097340623111,1951
0.9,1,4,2,62.6,58.0,8.295548516225763,4006
0.71,4,5,4,61.9,56.0,8.307212626628308,4053
1.03,4,4,0,61.0,56.0,8.198089248956116,3634
0.28,3,2,6,59.9,62.0,6.470799503782602,646
0.71,1,1,2,63.6,63.0,7.409136443920128,1651
1.26,4,2,2,61.6,56.0,9.000853147109458,8110
1.21,2,2,2,60.2,58.0,8.736971085254146,6229
0.9,3,6,2,62.8,59.0,8.293299358711323,3997
1.47,2,2,1,62.6,58.0,8.914357274485015,7438
1.7,4,1,4,61.9,55.0,9.472396896788991,12996
1.21,4,1,0,61.3,57.0,8.212297138229768,3686
0.88,2,1,4,63.3,55.0,8.005033344637111,2996
1.15,4,5,3,61.4,57.0,9.207034914967457,9967
1.01,3,6,1,58.3,59.0,8.449342524508063,4672
1.01,4,5,1,62.2,54.0,8.448057452581375,4666
0.3,2,5,5,60.7,55.0,6.70196036600254,814
0.44,3,5,2,62.2,60.0,6.946975992135418,1040
1.23,3,0,3,61.9,55.0,8.61323037961318,5504
0.71,2,1,4,63.3,56.0,7.752335163302292,2327
0.32,2,4,1,63.5,56.0,6.29156913955832,540
0.54,2,2,1,62.7,59.0,7.002155954403621,1099
0.32,4,1,4,60.9,56.7,6.270988431858299,529
0.87,0,1,3,57.3,59.0,8.060224240440958,3166
0.3,2,6,1,61.2,60.0,6.102558594613569,447
0.38,1,3,4,63.9,60.0,6.8690144506657065,962
1.54,4,3,1,62.3,60.0,9.09638749190015,8923
0.31,2,5,7,61.5,59.0,7.097548850614793,1209
0.93,3,0,4,60.3,58.0,8.026823576217629,3062
0.51,3,5,2,60.8,57.0,7.343426229147367,1546
0.54,1,5,2,59.9,63.0,7.3783837129967145,1601
0.5,4,5,3,61.4,55.0,7.3864708488298945,1614
0.73,2,3,4,61.0,60.0,7.903965634032166,2708
0.52,3,3,4,61.2,60.0,7.4318919168078,1689
0.34,3,2,2,60.2,58.0,6.1675164908883415,477
0.36,2,1,2,63.1,57.0,6.436150368369428,624
2.08,2,6,1,60.1,59.0,9.820377645813121,18405
0.37,4,3,7,62.1,55.0,6.962243464266207,1056
0.38,4,2,5,62.3,53.3,6.723832440821209,832
0.42,4,3,6,61.1,56.0,7.118826249062078,1235
2.05,4,0,4,61.8,58.0,9.645364282325891,15450
1.12,4,3,3,60.8,57.0,8.80732226751107,6683
0.9,1,2,3,63.6,58.0,8.263848131368906,3881
0.95,2,5,1,58.7,63.0,8.168202930236053,3527
0.33,4,2,4,60.2,57.0,6.361302477572996,579
0.71,4,1,7,61.7,59.0,7.901377353792616,2701
1.01,2,4,3,61.3,61.0,8.725669705687043,6159
2.68,3,3,0,58.6,60.0,9.038246335337664,8419
0.9,2,2,3,63.6,58.0,8.356554845453426,4258
0.44,1,4,1,56.6,63.0,6.881411303642535,974
0.77,2,4,1,59.7,57.0,7.755338812846501,2334
1.01,2,4,3,59.9,61.0,8.69751274553952,5988
0.38,4,2,4,62.4,53.0,6.625392368007956,754
0.41,2,1,5,59.9,57.0,6.931471805599453,1024
0.32,4,4,3,62.4,57.0,6.71901315438526,828
2.24,4,1,1,61.7,58.0,9.723702775394143,16709
0.72,4,3,5,61.2,57.0,8.047509510981422,3126
0.34,3,1,6,61.9,58.0,6.688354713946762,803
1.26,3,2,2,62.1,57.0,8.769507120030227,6435
1.2,2,6,1,63.5,59.0,8.467582690862903,4758
0.24,2,5,4,61.7,60.0,6.063785208687608,430
0.36,4,6,3,60.0,56.0,6.838405200847344,933
0.51,4,5,3,62.0,56.0,7.484930283289661,1781
1.13,4,1,2,61.4,57.0,8.504310565585223,4936
0.3,4,2,5,62.4,56.0,6.380122536899765,590
0.5,4,2,1,62.3,53.0,6.871091294610546,964
0.83,4,3,2,61.8,57.0,7.937374696163295,2800
0.32,1,2,5,63.4,56.0,6.4692503167957724,645
0.7,4,0,3,61.5,57.0,7.58629630715272,1971
0.71,2,5,2,62.9,55.0,7.994294986415977,2964
0.31,4,5,4,61.7,53.0,6.684611727667927,800
0.3,1,6,2,63.4,55.0,6.244166900663736,515
0.34,4,2,3,62.2,56.0,6.285998094508865,537
0.54,1,5,5,57.5,61.0,7.779466967458324,2391
0.59,1,1,3,63.4,56.0,7.165493475060845,1294
1.12,3,2,2,61.6,59.0,8.587278798982926,5363
1.35,4,0,2,61.0,55.0,8.394573477868327,4423
0.56,4,2,4,61.8,55.0,7.478734825567875,1770
0.31,4,3,6,61.2,56.0,6.952728644624869,1046
0.72,0,3,3,64.6,55.0,7.743269700829004,2306
1.53,4,3,2,60.1,57.0,9.300820725104558,10947
1.24,4,2,3,60.8,56.0,9.01881660441743,8257
1.11,2,5,1,62.8,55.0,8.499843553081124,4914
0.31,2,5,2,62.3,56.0,6.298949246855942,544
0.56,4,6,4,60.4,56.0,7.613818684808629,2026
0.74,3,4,4,62.5,60.0,7.978310969867722,2917
0.51,4,3,5,61.3,56.0,7.550661243105336,1902
0.31,3,6,1,60.1,58.0,6.135564891081739,462
0.71,3,5,5,59.0,59.0,8.125630988477065,3380
0.57,4,5,3,60.4,57.0,7.454719949364001,1728
1.02,2,4,4,63.6,60.0,8.94663520890585,7682
0.32,4,2,6,61.9,56.0,6.841615476477592,936
1.07,3,3,1,59.9,59.0,8.361240889642351,4278
0.5,4,6,2,62.0,54.0,7.247080584585756,1404
1.02,4,6,1,61.4,56.0,8.506334448081361,4946
0.3,4,3,5,61.1,57.0,6.52795791762255,684
0.96,0,0,0,59.5,60.0,7.742402021815782,2304
0.97,3,6,2,62.0,60.0,8.459775920546287,4721
0.45,2,5,2,62.8,58.0,6.7464121285733745,851
1.49,2,4,0,62.6,53.6,8.710124927322207,6064
0.3,4,5,3,61.7,58.0,6.431331081933479,621
0.41,3,1,6,61.5,59.0,7.009408932708637,1107
0.3,3,0,4,62.6,58.0,6.226536669287466,506
0.5,1,6,2,64.1,56.0,7.118826249062078,1235
1.21,3,6,5,61.1,59.0,9.605148899895818,14841
0.31,3,4,3,62.3,59.0,6.687108607866515,802
0.71,4,3,2,61.5,57.0,7.76004068088038,2345
1.22,3,1,4,62.6,57.4,8.81922185757494,6763
0.67,2,4,3,63.2,60.0,7.682943169878292,2171
0.4,4,6,1,60.5,57.0,6.473890696352274,648
0.5,4,4,3,62.0,56.0,7.365812837209472,1581
1.02,2,6,1,62.7,59.0,8.457867725331422,4712
0.37,4,5,2,62.7,54.0,6.725033642166843,833
0.47,3,3,2,59.5,60.0,7.01211529430638,1110
0.9,1,5,2,62.4,62.0,8.307459327011946,4054
1.24,4,2,3,61.4,57.0,8.645234541297121,5683
1.01,3,4,1,61.8,56.0,8.356319965828153,4257
1.15,3,0,2,62.3,55.0,8.377241230988792,4347
1.06,2,1,2,60.4,59.0,8.358666283188,4267
0.44,3,3,2,61.0,60.0,6.897704943128636,990
0.33,3,3,3,60.0,58.0,6.361302477572996,579
0.31,4,6,3,62.1,55.0,6.848005274576363,942
1.5,2,2,1,62.1,59.0,8.90449432889673,7365
0.36,4,6,1,62.3,57.0,6.285998094508865,537
0.72,4,2,2,62.3,54.0,7.763871287820222,2354
1.12,4,2,2,61.8,56.0,8.67214355141406,5838
0.34,4,1,2,62.3,55.0,6.129050210060545,459
0.33,4,3,4,61.9,56.0,6.501289670540389,666
0.42,4,6,3,61.8,56.0,7.005789019253503,1103
1.04,3,4,3,61.7,59.0,8.822027322685583,6782
1.15,3,3,3,62.9,58.0,8.847216104357543,6955
1.02,4,5,1,62.7,57.0,8.430545384690566,4585
0.4,4,3,5,61.9,55.0,6.836259277277067,931
0.51,4,5,2,62.7,55.0,7.343426229147367,1546
0.29,2,5,4,61.4,61.0,6.175867270105761,481
0.3,4,6,3,60.9,57.0,6.75343791859778,857
2.01,3,2,2,61.1,60.0,9.789702763229508,17849
0.5,1,6,2,61.1,64.0,7.2254814727822945,1374
0.53,3,4,2,62.0,59.0,7.2640301428995295,1428
0.41,3,3,3,59.8,58.0,6.717804695023691,827
1.02,3,1,2,62.7,55.0,8.36264243156764,4284
1.26,3,6,1,61.9,58.0,8.59637398929068,5412
1.0,0,3,4,64.4,56.0,8.68406264365127,5908
0.32,4,1,4,62.4,56.0,6.473890696352274,648
1.5,2,5,3,62.1,60.0,9.56493314971059,14256
0.5,4,6,3,61.2,55.0,7.4999765409521215,1808
0.71,4,5,2,61.6,53.0,7.722234744709607,2258
0.5,2,5,2,61.9,53.0,7.193685818395112,1331
0.35,3,5,3,60.7,60.0,6.642486801367256,767
0.35,0,4,6,54.6,59.0,6.918695219020472,1011
0.41,2,2,2,62.8,56.0,6.52649485957079,683
2.19,4,1,1,61.5,57.0,9.649175779559453,15509
0.71,2,5,3,63.8,58.0,7.938802248154481,2804
0.88,4,5,3,61.4,56.0,8.629628620746026,5595
0.3,4,5,4,62.1,58.0,6.542471960506805,694
1.24,2,1,4,59.4,58.0,8.817890200945513,6754
0.39,3,4,4,62.0,56.0,6.917705609835305,1010
0.72,4,4,1,62.0,55.0,7.707062655370473,2224
0.5,3,4,2,61.0,60.0,7.1592919047975645,1286
1.17,4,1,1,61.8,54.0,8.51699317141357,4999
1.0,2,5,3,62.4,62.0,8.620471540869739,5544
0.5,4,2,4,61.4,54.0,7.222566018822171,1370
2.0,1,0,4,62.4,58.0,9.61400385813772,14973
1.04,4,3,1,62.0,57.0,8.361007108226909,4277
0.31,1,2,6,63.7,56.0,6.666956792429207,786
0.44,4,5,5,60.9,57.0,7.149916836132109,1274
1.19,4,2,4,62.1,54.0,8.879193928110318,7181
1.2,3,4,1,62.7,60.0,8.360305435879093,4274
0.97,0,0,1,60.8,67.0,7.839131648274333,2538
1.25,4,4,4,62.4,57.0,8.966994113344454,7840
0.59,2,5,3,59.9,56.0,7.516433302915632,1838
0.33,4,5,3,60.5,55.0,6.6039438246004725,738
1.18,4,6,2,61.9,55.0,8.88405606174246,7216
1.54,1,1,1,57.9,62.0,8.697679732264463,5989
1.19,4,3,4,61.9,55.0,8.991437814919227,8034
0.51,4,3,1,61.3,55.0,6.9975959829819265,1094
0.43,3,3,3,60.8,59.0,6.7650389767805414,867
0.41,3,5,4,59.9,58.0,6.983789965258135,1079
1.38,2,2,1,62.3,60.0,8.759197750371365,6369
1.2,2,1,2,63.1,59.0,8.525161361065415,5040
1.75,2,2,4,63.3,56.0,9.572132202294377,14359
1.0,2,6,1,63.7,55.0,8.39366870513074,4419
0.31,3,3,6,60.4,59.0,6.952728644624869,1046
0.5,1,5,1,63.3,56.0,6.981934677156389,1077
0.34,3,2,4,60.6,60.0,6.39024066706535,596
0.96,0,2,0,67.4,62.0,7.4999765409521215,1808
0.27,2,5,6,59.9,57.0,6.429719478039138,620
0.81,4,2,2,62.3,58.0,7.989899374942939,2951
1.06,2,3,3,59.8,58.0,8.827321452697849,6818
0.38,4,5,2,61.9,55.0,6.551080335043404,700
1.15,3,3,1,62.5,55.0,8.488999457045455,4861
0.3,1,1,4,63.4,54.0,6.159095388491933,473
1.06,4,3,3,62.8,55.0,8.87626525995469,7160
0.91,1,5,2,63.5,57.0,8.414495793177895,4512
0.92,0,4,2,66.0,57.0,8.108623268354595,3323
1.02,1,4,2,63.3,58.0,8.506738733512378,4948
1.22,4,4,6,61.5,58.0,9.465447598495786,12906
0.31,4,4,2,60.5,57.0,6.4967749901858625,663
0.3,4,6,3,61.7,55.0,6.565264970035361,710
0.31,4,5,5,59.7,61.0,6.626717749249025,755
0.52,4,6,3,61.0,57.0,7.480992162869525,1774
1.5,4,4,3,60.4,57.0,9.560926818574357,14199
0.29,4,4,6,61.7,55.0,6.703188113240863,815
2.01,3,2,2,62.3,58.0,9.754697478950966,17235
0.42,2,6,2,63.0,59.0,6.5998704992128365,735
0.51,4,5,3,61.5,58.0,7.380879035564116,1605
0.3,3,6,3,62.5,59.0,6.814542897259958,911
1.76,4,1,1,61.2,55.0,9.18132342290569,9714
1.01,1,6,2,63.9,60.0,8.546169299652755,5147
0.7,2,4,3,62.3,61.0,7.860570785538664,2593
0.71,0,3,4,65.5,55.0,7.895808377083183,2686
0.91,1,4,2,63.9,55.0,8.361474616416817,4279
0.33,1,1,4,63.1,56.0,6.255750041753367,521
0.5,4,4,5,60.7,57.0,7.555905093611346,1912
0.41,3,5,4,62.0,60.0,6.983789965258135,1079
0.37,4,6,5,60.5,57.0,6.890609120147166,983
0.35,4,3,7,61.9,54.0,6.90875477931522,1001
1.0,1,1,2,57.6,61.0,8.199738960630786,3640
0.32,4,1,7,62.1,54.0,6.484635235635252,655
0.36,4,5,3,61.9,56.0,6.920671504248683,1013
0.73,4,6,1,61.8,56.0,7.911690520708339,2729
1.04,4,4,1,62.0,54.0,8.454253391642363,4695
0.59,0,4,3,64.4,56.0,7.8009820712577405,2443
1.28,3,0,2,61.9,56.0,8.573573524852344,5290
0.23,2,5,6,60.9,58.0,6.272877006546167,530
0.42,2,6,1,60.8,59.0,6.551080335043404,700
1.53,4,6,2,61.2,56.0,9.52617248784431,13714
1.2,0,1,2,66.2,59.0,8.38206051742474,4368
0.39,3,5,6,60.7,58.0,7.170119543449628,1300
1.71,3,1,3,62.4,61.0,9.146761390333312,9384
1.0,3,2,4,61.5,57.0,8.591743922680534,5387
0.51,4,6,3,61.9,56.0,7.540090320145325,1882
0.34,3,4,2,59.3,60.0,6.588926477533519,727
1.26,4,3,6,62.1,57.0,9.29798488182823,10916
0.92,1,5,2,63.7,57.0,8.338783971442199,4183
0.77,2,2,2,60.4,58.0,7.85979918056211,2591
0.91,1,4,1,56.9,62.0,7.8083230503910555,2461
0.71,4,2,1,62.7,57.0,7.686162303492906,2178
0.29,4,2,7,62.2,55.0,6.408528791059498,607
1.03,3,2,4,61.2,58.0,8.674025985443025,5849
1.51,3,4,3,61.8,56.0,9.464905067965136,12899
1.02,3,3,3,62.6,59.0,8.695841342843883,5978
0.37,4,4,3,61.7,55.0,6.63200177739563,759
0.3,4,5,2,61.6,57.0,6.51471269087253,675
1.1,3,1,2,60.4,61.0,8.369157112588834,4312
1.02,4,1,3,62.8,57.0,8.054522609537294,3148
0.77,1,5,1,58.1,63.0,7.771067086065406,2371
0.8,4,3,3,61.2,57.0,7.99598047476376,2969
0.31,4,2,3,62.2,55.0,6.192362489474872,489
1.0,2,4,2,63.2,54.0,8.31581113188354,4088
1.0,0,5,1,56.9,63.0,8.265907334155747,3889
0.72,4,0,1,61.7,55.0,7.563200592358071,1926
0.3,2,4,4,61.5,56.0,6.483107351457199,654
0.5,2,4,5,62.8,55.0,7.674617497364363,2153
1.51,1,0,3,62.8,59.0,8.911664758049536,7418
0.32,2,4,1,63.1,56.0,6.29156913955832,540
1.62,2,2,3,62.6,58.0,9.297618380083243,10912
0.4,3,2,6,61.8,58.0,6.992096427415888,1088
0.23,2,4,5,60.4,61.0,6.142037405587356,465
0.31,2,0,1,63.3,58.0,6.063785208687608,430
0.7,2,3,3,59.3,60.0,7.839525581704678,2539
0.7,2,4,2,61.3,59.0,7.783640596221253,2401
0.39,4,2,5,62.1,54.3,6.748759547491679,853
1.06,4,5,4,62.1,57.0,9.037533407550814,8413
1.01,4,3,3,60.4,61.0,8.721276239991704,6132
1.0,3,4,2,59.8,59.0,8.52872642722991,5058
0.53,4,6,2,61.7,56.0,7.469083884921234,1753
0.32,3,5,2,62.3,58.0,6.329720905522696,561
1.82,0,2,0,67.3,58.0,8.698347400458186,5993
1.05,4,3,3,61.6,59.0,8.850947451970402,6981
1.15,4,4,5,62.1,55.0,9.094143577573671,8903
0.38,4,4,4,60.9,55.0,6.792344427470809,891
0.91,2,5,1,60.3,59.0,8.199189359078067,3638
1.41,4,2,1,62.7,56.0,8.898911905794401,7324
1.02,1,6,2,63.3,58.0,8.61195776786066,5497
0.3,4,3,5,62.7,57.0,6.777646593635117,878
0.35,2,2,4,60.8,63.0,6.669498089857879,788
2.06,1,2,0,64.3,58.0,8.714567550836485,6091
1.0,3,4,2,59.3,60.0,8.504918160540624,4939
1.1,3,3,3,60.3,57.0,8.704833909687792,6032
0.83,4,2,2,62.4,57.0,7.908387159290043,2720
0.91,2,5,5,61.1,61.0,8.872206756028303,7131
0.62,1,5,1,59.4,65.0,7.195187320178709,1333
0.73,0,0,4,64.6,60.0,7.496652438168283,1802
1.04,2,1,1,59.6,57.0,8.189522110748094,3603
0.31,4,6,5,62.4,56.0,6.889591308354466,982
2.19,1,3,2,63.7,56.0,9.545239944037075,13978
0.7,3,4,4,62.2,58.0,7.889459149404524,2669
0.57,4,1,4,61.0,56.0,7.417580402414544,1665
0.54,1,6,2,63.2,55.0,7.346655163176539,1551
1.01,3,4,1,62.8,57.0,8.327726166461412,4137
0.9,2,4,4,61.2,56.0,8.579980179515003,5324
2.0,3,2,1,62.8,57.0,9.390576422279116,11975
0.83,2,6,4,61.3,57.2,8.290041618704489,3984
1.3,4,1,2,62.3,58.0,8.771990436532242,6451
0.42,4,5,6,62.1,55.0,7.24422751560335,1400
0.33,4,5,4,60.0,57.0,6.687108607866515,802
0.6,3,6,1,62.3,59.0,7.278628942320682,1449
0.3,4,2,2,63.0,54.0,6.29156913955832,540
0.32,4,6,3,62.1,53.0,6.508769136971682,671
0.9,0,6,1,65.9,59.0,8.07246736935477,3205
0.48,1,3,4,57.8,60.9,7.140453043101158,1262
0.34,3,1,2,60.0,58.0,6.3784261836515865,589
0.25,4,5,3,60.6,57.0,6.282266746896006,535
0.31,4,3,6,62.2,55.0,6.670766320845874,789
1.58,3,4,1,60.7,60.0,8.852235835227855,6990
1.65,2,2,4,62.0,54.0,9.448254302193842,12686
0.51,4,6,3,60.9,56.0,7.540090320145325,1882
2.06,3,1,1,61.0,61.0,9.54050705603412,13912
0.4,3,3,3,60.4,58.0,6.873163834212518,966
0.7,1,4,0,63.9,60.0,6.946975992135418,1040
0.51,3,3,3,62.7,58.0,7.343426229147367,1546
1.08,3,2,4,62.5,60.0,8.53915035876828,5111
1.71,3,2,4,62.1,59.0,9.25502688959859,10457
0.7,1,3,1,64.1,56.0,7.5678626054638825,1935
1.52,4,4,2,61.5,55.0,9.422544303252007,12364
0.9,2,3,4,62.4,55.0,8.379768515504566,4358
1.1,3,0,1,60.0,58.0,8.075893630298857,3216
0.7,2,4,3,58.9,58.0,7.767263996757308,2362
1.57,4,3,4,61.2,57.0,9.635673464721814,15301
0.44,4,2,2,61.9,57.0,6.846943139585379,941
0.4,3,3,5,61.1,58.0,6.889591308354466,982
1.01,4,3,6,61.7,57.0,8.962519832949532,7805
0.7,3,5,2,61.0,56.0,7.853993087224244,2576
0.86,4,5,1,61.8,57.0,8.250097752572845,3828
1.25,3,1,4,59.4,60.0,8.581294116822761,5331
1.5,4,1,3,62.6,57.0,9.186150133174966,9761
1.01,3,2,2,62.3,61.0,8.414717399827001,4513
0.9,2,4,1,62.4,59.0,8.165932137321585,3519
0.41,2,6,1,63.1,54.0,6.706862336602747,818
1.51,2,4,5,58.0,65.0,9.71794080038648,16613
2.05,2,2,3,63.5,62.0,9.661479683575521,15701
0.42,2,5,5,59.8,56.0,7.062191632286556,1167
0.25,4,1,6,61.9,55.0,6.042632833682381,421
0.3,4,5,2,61.3,56.0,6.461468176353717,640
0.72,4,2,6,61.8,56.0,8.218247926685745,3708
0.43,1,4,4,61.4,61.1,7.062191632286556,1167
0.38,4,1,2,61.5,56.0,6.504288173536645,668
0.7,3,3,2,58.6,62.0,7.772752716468742,2375
0.4,1,3,1,60.6,55.8,6.51025834052315,672
1.04,4,4,1,62.4,56.0,8.408716715080153,4486
0.54,4,5,2,61.7,56.0,7.359467638255621,1571
1.55,3,3,2,60.1,58.0,9.30383071506352,10980
0.72,2,3,1,63.3,58.0,7.716906135298388,2246
1.04,0,6,1,65.8,58.0,8.237479288613633,3780
0.31,2,3,4,58.2,61.0,6.368187186350492,583
0.79,2,4,2,62.8,55.0,7.87587915949631,2633
1.51,3,5,3,62.2,59.0,9.568014816247999,14300
0.3,4,3,6,61.7,57.0,6.777646593635117,878
1.29,2,1,2,63.6,57.0,8.660600654710967,5771
0.86,3,1,0,62.6,56.0,7.510977752014095,1828
0.91,0,4,2,64.9,57.0,7.9966538754626075,2971
1.6,2,4,1,60.5,60.0,9.033245134153809,8377
1.61,1,5,1,60.9,62.0,9.286653054825347,10793
0.4,4,5,2,61.9,57.0,6.54534966033442,696
0.5,3,4,3,61.3,60.0,7.4109518755836366,1654
0.51,0,6,2,65.2,55.0,7.1731917424865985,1304
0.7,2,4,2,59.8,60.0,7.694392802629421,2196
0.3,1,1,2,63.3,59.0,5.976350909297934,394
0.95,4,5,4,61.5,57.0,8.679141958402255,5879
1.69,1,3,4,58.1,58.0,9.760655903428585,17338
1.0,3,2,1,62.7,59.0,8.302017809751204,4032
0.7,3,2,6,60.9,60.0,7.785720896534624,2406
0.9,0,1,5,60.9,66.0,8.098034756176071,3288
0.71,4,4,3,61.8,56.2,8.046549357283078,3123
0.59,4,5,4,61.6,57.0,7.683403681053826,2172
1.31,4,3,3,61.9,56.0,9.114379980830272,9085
0.51,2,3,4,62.4,60.0,7.468513271496337,1752
0.4,4,3,2,62.3,54.0,6.608000625296087,741
1.7,3,3,3,62.6,61.0,9.652972804425787,15568
1.02,1,2,1,63.7,58.0,8.264620829411216,3884
0.91,2,6,1,62.0,62.0,8.149890544402423,3463
0.32,2,6,5,61.1,59.0,6.6895992691789665,804
1.01,2,4,7,59.2,60.0,9.287301413112312,10800
0.5,1,4,2,57.9,62.0,7.115582126184454,1231
1.03,2,2,2,60.4,58.0,8.476371196895983,4800
1.71,4,1,1,62.1,58.0,9.219894584780995,10096
0.7,2,0,2,61.7,57.0,7.590346945602565,1979
2.02,1,1,3,57.9,62.0,9.728479189036397,16789
0.51,4,5,3,61.8,57.0,7.484930283289661,1781
0.31,3,4,3,59.3,60.0,6.687108607866515,802
0.61,4,3,7,62.3,56.0,7.937374696163295,2800
0.3,4,4,7,61.4,57.0,6.786716950605081,886
0.9,2,4,3,62.7,58.0,8.548691858475609,5160
1.05,3,5,1,60.9,61.0,8.281723990411392,3951
0.32,1,5,2,63.4,56.0,6.261491684321042,524
1.01,3,6,2,62.6,58.0,8.620291149419804,5543
0.33,4,4,6,61.1,56.0,6.794586580876499,893
0.8,4,6,2,62.7,57.0,8.1786387885907,3564
0.32,4,6,6,61.5,57.0,6.9726062513017535,1067
0.54,4,3,7,62.3,56.0,7.7279755421055585,2271
1.28,3,3,4,60.9,58.0,9.141526055975824,9335
0.32,4,6,2,59.6,57.0,6.628041376179533,756
